Athlete;Nation;EventDate;Year;Competition;Event;Qualified;Apparatus;Dscore;Escore;Penalties;FinalScore;Rank
BATORI Szabolcs;HUN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.8;8.800;;13.600;84
GARNCZAREK Kacper;POL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.4;9.066;;13.466;85
ZEIDEL Uri;ISR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.4;9.066;;13.466;85
KHACHIKYAN Gagik;ARM;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.8;8.766;-0.10;13.466;87
KIRMES Oskar;FIN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.8;8.766;-0.10;13.466;87
OTRESHKO Volodymyr;SVK;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.8;8.766;-0.10;13.466;87
OLAFSSON Dagur Kari;ISL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.8;8.700;-0.10;13.400;90
JIMENEZ Pau;ESP;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;5.6;8.100;-0.30;13.400;91
MEDVEDEV Andrey;ISR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;5.6;7.900;-0.10;13.400;92
KRANZLMUELLER Severin;AUT;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.4;8.966;;13.366;93
BAGO Daniel;CZE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.4;8.966;-0.10;13.266;94
KRATTER Moreno;SUI;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;5.2;8.066;;13.266;95
STENBERG Marcus;SWE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.4;8.900;-0.10;13.200;96
BENOVIC Aurel;CRO;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;5.6;8.000;-0.40;13.200;97
VAN DEN KEYBUS Luka;BEL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;5.2;8.000;;13.200;98
TIKHONOV Ivan;AZE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;5.6;7.866;-0.30;13.166;99
KUZMICKAS Tomas;LTU;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.0;9.100;;13.100;100
LENBERG Joakim;SWE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.0;9.100;;13.100;100
SITCHINAVA Bidzina;GEO;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.0;9.100;;13.100;100
CROVETTO Kevin;MON;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.4;8.700;;13.100;103
RADOVESNICKY Daniel;CZE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.0;9.066;;13.066;104
MATIEV Askhab;AUT;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.8;8.566;-0.30;13.066;105
STELMAKH Radomyr;UKR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;5.2;7.966;-0.10;13.066;106
IL-SUNG MELANDER Luis;SWE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.0;9.033;;13.033;107
PLATE Ricards;LAT;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.0;9.033;;13.033;107
BALAZS Krisztian;HUN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.4;8.733;-0.10;13.033;109
VIDRICKO Peter;SVK;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.0;9.000;;13.000;110
KANELLOS Apostolos;GRE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.0;8.966;;12.966;111
POSPISIL Martin;CZE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.0;9.033;-0.10;12.933;112
KASALA Oliver;SVK;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.0;8.933;;12.933;113
NEMCOVIC Matej;SVK;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.0;8.933;;12.933;113
CARRION CARO Daniel;ESP;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;5.2;8.033;-0.30;12.933;115
KARSIKAS Akseli;FIN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;5.2;7.700;;12.900;116
BUCKLEY Kevin George;SLO;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.8;8.233;-0.30;12.733;117
TSOLAKIDIS Stefanos;GRE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.8;8.233;-0.30;12.733;117
BENDA Alexander;AUT;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.8;7.666;-0.10;12.366;119
IDESJOE Karl;SWE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;VT;4.8;7.800;-0.30;12.300;120
ARICAN Ferhat;TUR;11/04/2023;2023;European Championships;Antalya EUCH 2023;Y;PB;6.5;8.600;;15.100;1
KOVTUN Illia;UKR;11/04/2023;2023;European Championships;Antalya EUCH 2023;Y;PB;6.3;8.600;;14.900;2
LEVANTESI Matteo;ITA;11/04/2023;2023;European Championships;Antalya EUCH 2023;Y;PB;6.2;8.533;;14.733;3
SEIFERT Noe;SUI;11/04/2023;2023;European Championships;Antalya EUCH 2023;Y;PB;6.3;8.400;;14.700;4
DIALLO Thierno;ESP;11/04/2023;2023;European Championships;Antalya EUCH 2023;Y;PB;6.4;8.300;;14.700;5
MUNTEAN Andrei Vasile;ROU;11/04/2023;2023;European Championships;Antalya EUCH 2023;Y;PB;5.9;8.733;;14.633;6
BERNARD Cameron-Lie;FRA;11/04/2023;2023;European Championships;Antalya EUCH 2023;Y;PB;5.8;8.600;;14.400;7
JARMAN Jake;GBR;11/04/2023;2023;European Championships;Antalya EUCH 2023;Y;PB;5.9;8.500;;14.400;8
YUSOF Eddy;SUI;11/04/2023;2023;European Championships;Antalya EUCH 2023;Y;PB;5.9;8.500;;14.400;8
SERHANI Taha;SUI;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.6;8.700;;14.300;10
WIBYE Harald;NOR;11/04/2023;2023;European Championships;Antalya EUCH 2023;R;PB;5.4;8.866;;14.266;11
BRENDEL Pascal;GER;11/04/2023;2023;European Championships;Antalya EUCH 2023;R;PB;5.7;8.500;;14.267;12
PHILIPPE Mathias;FRA;11/04/2023;2023;European Championships;Antalya EUCH 2023;R;PB;6.1;8.100;;14.268;13
CASALI Lorenzo Minh;ITA;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.6;8.533;;14.269;14
SALADINO Leo;FRA;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.7;8.400;;14.270;15
KOCHAN Lucas;GER;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.5;8.500;;14.271;16
ASIL Adem;TUR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.6;8.400;;14.272;17
DUNKEL Nils;GER;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.7;8.300;;14.273;18
GENTGES Maxime;BEL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.5;8.466;;14.274;19
DE MUNCK Loran;NED;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.6;8.366;;14.275;20
MACCHIATI Mario;ITA;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.8;8.166;;14.276;21
BURTANETE Gabriel;ROU;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.0;8.933;;14.277;22
ABAD Nestor;ESP;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.8;8.100;;14.278;23
ALEKSANDROV Yordan;BUL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.7;8.133;;14.279;24
MESZAROS Krisztofer;HUN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;6.2;7.633;;14.280;25
KUAVITA Noah;BEL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.4;8.400;;14.281;26
SCHMIDT Casimir;NED;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.5;8.300;;14.282;27
TSOLAKIDIS Stefanos;GRE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;6.0;7.766;;14.283;28
ZEIDEL Uri;ISR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.0;8.666;;14.284;29
BURTANETE Robert;ROU;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.9;8.733;;14.286;30
VAN DEN KEYBUS Luka;BEL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.0;8.633;;14.287;31
DAVTYAN Artur;ARM;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.5;9.100;;14.288;32
HEGGEMSNES Sofus;NOR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.2;8.366;;14.289;33
KASALA Oliver;SVK;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.2;8.366;;14.290;33
MARTINEZ Victor;BEL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.4;8.166;;14.291;35
GAWRONSKI Sebastian;POL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.9;8.633;;14.292;36
SENER Kerem;TUR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.5;8.333;-0.30;14.293;37
IDESJOE Karl;SWE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.5;8.033;;14.294;38
KOSKI Elias;FIN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.5;8.033;;14.295;38
ABBADINI Yumin;ITA;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.3;8.200;;14.296;40
GULIDOV Pavel;ISR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.0;8.466;;14.297;41
MOLNAR Botond;HUN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.1;8.366;;14.298;42
BULUT Hasan;TUR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.0;8.400;;14.299;43
TOBA Andreas;GER;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.3;8.100;;14.300;44
DOLGOPYAT Artem;ISR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.3;8.333;-0.30;14.301;45
LANGENEGGER Florian;SUI;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.5;7.833;;14.302;46
TULLOCH Courtney;GBR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.6;7.733;;14.303;47
KIRMES Oskar;FIN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.0;8.300;;14.304;48
KIRMES Robert;FIN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.1;8.166;;14.305;49
ILIOPOULOS Nikolaos;GRE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.2;8.066;;14.306;50
MATIEV Askhab;AUT;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.2;9.000;;14.307;51
MARC Razvan-Denis;ROU;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.2;8.000;;14.308;52
BALAZS Krisztian;HUN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.9;7.300;;14.309;53
ZLATANOV Bozhidar;BUL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;6.0;7.200;;14.310;54
TANTALIDIS Antonios;GRE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.0;9.166;;14.311;55
TIKHONOV Ivan;AZE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.9;8.233;;14.312;56
NATHAN Joshua;GBR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.5;7.633;;14.313;57
SASNAL Filip;POL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.2;8.866;;14.314;58
NOGUEIRA Jose;POR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.1;8.933;;14.316;59
KUZMICKAS Tomas;LTU;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.8;8.233;;14.317;60
GARNCZAREK Kacper;POL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.9;8.133;;14.318;61
OLAFSSON Dagur Kari;ISL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.7;8.300;;14.319;62
TVOROGAL Robert;LTU;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.9;7.100;;14.320;63
ANGONAS Georgios;CYP;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.8;8.166;;14.321;64
ONDER Ahmet;TUR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;6.0;6.966;;14.322;65
CHARI Michalis;CYP;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.2;8.733;;14.323;66
VEFIC Petar;SRB;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.0;7.933;;14.324;67
TOBIN Adam;GBR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.9;7.033;;14.325;68
STENBERG Marcus;SWE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.4;8.500;;14.326;69
DAVIDSSON Agust Ingi;ISL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.4;8.466;;14.327;70
CAMPOS Guilherme;POR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;3.8;9.033;;14.328;71
VERA Adria;ESP;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.8;8.000;;14.329;72
RADOVESNICKY Daniel;CZE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.0;7.800;;14.330;73
KHACHIKYAN Gagik;ARM;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.3;8.466;;14.331;74
SPONEVIK Sebastian;NOR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.7;8.066;;14.332;75
HRIBAR Anze;SLO;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;3.9;8.833;;14.333;76
CHASAZYROVAS Gytis;LTU;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.0;8.733;;14.334;77
OTRESHKO Volodymyr;SVK;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.6;8.133;;14.335;78
KARSIKAS Akseli;FIN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.8;7.933;;14.336;79
GEORGIOU Ilias;CYP;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.2;7.533;;14.337;80
JIMSHELEISHVILI Ioane;GEO;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.4;8.300;;14.338;81
PLATE Ricards;LAT;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.4;8.300;;14.339;81
BAGO Daniel;CZE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.3;8.333;;14.340;83
LIUBIMOV Ilia;ISR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.8;7.800;;14.341;84
RUDY Ricardo;AUT;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.3;8.266;;14.342;85
KISS Balazs;HUN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.3;8.233;;14.343;86
CARRION CARO Daniel;ESP;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.9;7.633;;14.344;87
STELMAKH Radomyr;UKR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.4;7.100;;14.346;88
NEMCOVIC Matej;SVK;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.3;8.166;;14.347;89
REINHARDSSON Valgard;ISL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.8;7.600;;14.348;90
STEELE Adam;IRL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.1;7.300;;14.349;91
KYRIAKOU Neofytos;CYP;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.2;8.166;;14.350;92
POSPISIL Martin;CZE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;3.8;8.533;;14.351;93
GRUENBERG Jermain;NED;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.1;7.233;;14.352;94
GUDMUNDSSON Martin;ISL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;3.9;8.300;;14.353;95
CUNNINGHAM Dominick;IRL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.1;7.066;;14.354;96
GAGAMOV Jack;CZE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;3.9;8.233;;14.355;97
HUERNINK Luuk;NED;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.7;7.433;;14.356;98
ABESADZE Saba;GEO;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.5;7.566;;14.357;99
VIDRICKO Peter;SVK;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;3.7;8.333;;14.358;100
KRANZLMUELLER Severin;AUT;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.8;7.233;;14.359;101
BENDA Alexander;AUT;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.8;7.200;;14.360;102
KARLSEN Jacob;NOR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;3.9;7.966;;14.361;103
PENEV Kevin;BUL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.6;7.266;;14.362;104
MELNYKOV Mykyta;UKR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.7;6.166;;14.363;105
DESANGES Lucas;FRA;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;5.0;6.766;;14.364;106
SITCHINAVA Bidzina;GEO;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.2;7.500;;14.365;107
BRANDENBURGER Quentin;LUX;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.5;7.166;;14.366;108
KOLODII Pantely;UKR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.5;7.133;;14.367;109
TRIFONOV Teodor;BUL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.3;7.000;;14.368;110
LENBERG Joakim;SWE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.4;6.900;;14.369;111
SKHILADZE Levan;GEO;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.5;6.766;;14.370;112
HOOTON Niall;IRL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.5;6.300;;14.371;113
BUCKLEY Kevin George;SLO;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.2;6.433;;14.372;114
CROVETTO Kevin;MON;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;3.5;6.766;;14.373;115
IL-SUNG MELANDER Luis;SWE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;PB;4.7;4.400;;14.374;116
MACCHINI Carlo;ITA;11/04/2023;2023;European Championships;Antalya EUCH 2023;Y;HB;6.1;8.133;;14.233;1
KOVTUN Illia;UKR;11/04/2023;2023;European Championships;Antalya EUCH 2023;Y;HB;5.7;8.300;;14.000;2
SRBIC Tin;CRO;11/04/2023;2023;European Championships;Antalya EUCH 2023;Y;HB;5.5;8.466;;13.966;3
BALAZS Krisztian;HUN;11/04/2023;2023;European Championships;Antalya EUCH 2023;Y;HB;5.5;8.366;;13.866;4
ABAD Nestor;ESP;11/04/2023;2023;European Championships;Antalya EUCH 2023;Y;HB;5.3;8.433;;13.733;5
TVOROGAL Robert;LTU;11/04/2023;2023;European Championships;Antalya EUCH 2023;Y;HB;5.5;8.200;;13.700;6
MESZAROS Krisztofer;HUN;11/04/2023;2023;European Championships;Antalya EUCH 2023;Y;HB;5.6;8.100;;13.700;7
HEGGEMSNES Sofus;NOR;11/04/2023;2023;European Championships;Antalya EUCH 2023;Y;HB;5.3;8.200;;13.500;8
GENTGES Maxime;BEL;11/04/2023;2023;European Championships;Antalya EUCH 2023;R;HB;5.5;8.000;;13.500;9
VECSERNYES David;HUN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.8;7.700;;13.500;10
CASALI Lorenzo Minh;ITA;11/04/2023;2023;European Championships;Antalya EUCH 2023;R;HB;5.3;8.100;;13.400;11
LEVANTESI Matteo;ITA;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.4;8.000;;13.400;12
PHILIPPE Mathias;FRA;11/04/2023;2023;European Championships;Antalya EUCH 2023;R;HB;5.6;7.766;;13.366;13
KRATTER Moreno;SUI;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.7;7.666;;13.366;14
NATHAN Joshua;GBR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.1;8.233;;13.333;15
ONDER Ahmet;TUR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.6;7.666;;13.266;16
JARMAN Jake;GBR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.8;8.433;;13.233;17
LIUBIMOV Ilia;ISR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.8;8.433;;13.233;17
SENER Kerem;TUR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.8;8.433;;13.233;17
STELMAKH Radomyr;UKR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.2;8.033;;13.233;20
ASIL Adem;TUR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.7;8.500;;13.200;21
BRENDEL Pascal;GER;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.0;8.200;;13.200;22
SCHMIDT Casimir;NED;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.2;8.000;;13.200;23
TOBIN Adam;GBR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.2;8.000;;13.200;23
MACCHIATI Mario;ITA;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.9;8.266;;13.166;25
DEJANOVIC Ivan;SRB;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.0;8.166;;13.166;26
KISS Balazs;HUN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.1;8.066;;13.166;27
TOBA Andreas;GER;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.7;7.466;;13.166;28
DESANGES Lucas;FRA;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.3;7.833;;13.133;29
ZONA Jim;FRA;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.3;7.833;;13.133;29
BUUS Jacob;DEN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.6;8.433;;13.033;31
LANGENEGGER Florian;SUI;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.5;8.500;;13.000;32
SKOGVANG Peder;NOR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.5;8.500;;13.000;32
GRUENBERG Jermain;NED;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.0;8.000;;13.000;34
KOSKI Elias;FIN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.0;8.000;;13.000;34
DIALLO Thierno;ESP;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.2;7.800;;13.000;36
ZEIDEL Uri;ISR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.4;8.500;;12.900;37
KIRMES Oskar;FIN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.6;8.300;;12.900;38
MOLNAR Botond;HUN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.7;8.200;;12.900;39
TIKHONOV Ivan;AZE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.1;7.800;;12.900;40
ILIOPOULOS Nikolaos;GRE;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.2;7.700;;12.900;41
MARTINEZ Victor;BEL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.6;8.266;;12.866;42
GARNCZAREK Kacper;POL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.8;8.066;;12.866;43
KYRIAKOU Neofytos;CYP;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.9;7.966;;12.866;44
SALADINO Leo;FRA;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.9;7.966;;12.866;44
ALEKSANDROV Yordan;BUL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.1;7.766;;12.866;46
ARICAN Ferhat;TUR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.4;8.433;;12.833;47
DOLGOPYAT Artem;ISR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.7;8.133;;12.833;48
GEORGIOU Ilias;CYP;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.3;7.533;;12.833;49
MUNTEAN Andrei Vasile;ROU;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.4;8.400;;12.800;50
DUNKEL Nils;GER;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.9;7.900;;12.800;51
VAN DEN KEYBUS Luka;BEL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.4;7.400;;12.800;52
WHITEHOUSE Luke;GBR;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.5;8.233;;12.733;53
KRANZLMUELLER Severin;AUT;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.7;8.000;;12.700;54
KIRMES Robert;FIN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.9;7.800;;12.700;55
TARCA Nicholas;ROU;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.5;8.166;;12.666;56
VERA Adria;ESP;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;5.0;7.666;;12.666;57
OLAFSSON Dagur Kari;ISL;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.0;8.633;;12.633;58
MATIEV Askhab;AUT;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.3;8.300;;12.600;59
HUERNINK Luuk;NED;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.6;8.000;;12.600;60
KARSIKAS Akseli;FIN;11/04/2023;2023;European Championships;Antalya EUCH 2023;N;HB;4.7;7.900;;12.600;61
